File Name,Circuit Status,Time Overall,Memory Usage
64_64_S2_WT_JCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S2_WT_LF_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_4to2_RC_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S1_4to2_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U1_4to2_LF_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U1_4to2_JCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_WT_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S1_WT_HCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S_SP_WT_LF_GenMul_dc2,AIG FILE MISSING,,MO
64_64_S1_4to2_HCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S2_WT_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S1_4to2_JCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S1_4to2_LF_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S2_4to2_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_WT_HCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U1_WT_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_4to2_LF_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_4to2_JCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_4to2_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S2_4to2_HCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U_SP_CWT_CL_GenMul_dc2,AIG FILE MISSING,,MO
64_64_S_SP_WT_KS_GenMul_dc2,AIG FILE MISSING,,MO
64_64_U1_4to2_KS_Multgen_dc2,AIG FILE MISSING,,MO
64_64_U2_4to2_HCA_Multgen_dc2,AIG FILE MISSING,,MO
64_64_S_SP_CWT_CL_GenMul_dc2,AIG FILE MISSING,,MO
64_64_S1_DT_KS_Multgen_dc2,AIG FILE MISSING,TO,
64_64_U2_DT_KS_Multgen_dc2,AIG FILE MISSING,TO,
64_64_U1_DT_HCA_Multgen_dc2,AIG FILE MISSING,TO,
64_64_S2_DT_KS_Multgen_dc2,AIG FILE MISSING,TO,
64_64_U1_DT_KS_Multgen_dc2,AIG FILE MISSING,TO,
64_64_U_SP_AR_KS_GenMul_dc2,AIG FILE MISSING,TO,
64_64_U_SP_CWT_KS_GenMul_dc2,AIG FILE MISSING,TO,
64_64_U_SP_DT_KS_GenMul_dc2,AIG FILE MISSING,TO,
64_64_U_SP_WT_KS_GenMul_dc2,AIG FILE MISSING,TO,
64_64_S_SP_CWT_KS_GenMul_dc2,AIG FILE MISSING,TO,
64_64_S_SP_DT_KS_GenMul_dc2,AIG FILE MISSING,TO,
