File Name,Circuit Status,Time Overall,Memory Usage
128_128_U1_DT_RC_Multgen_dc2,correct,71.6375,124636
128_128_U_SP_AR_SE_GenMul_dc2,correct,76.3601,124364
128_128_U_SP_AR_BK_GenMul_dc2,correct,80.3845,125836
128_128_U_SP_AR_RC_GenMul_dc2,correct,83.2599,124828
128_128_U_SP_DT_SE_GenMul_dc2,correct,103.783,126232
128_128_U_SP_DT_RC_GenMul_dc2,correct,107.236,129532
128_128_U1_DT_BK_Multgen_dc2,correct,122.321,126152
128_128_U_SP_AR_LF_GenMul_dc2,correct,132.009,124652
128_128_U_SP_WT_RC_GenMul_dc2,correct,135.01,128444
128_128_U_SP_WT_SE_GenMul_dc2,correct,142.539,127156
128_128_U_SP_DT_BK_GenMul_dc2,correct,170.035,131880
128_128_U1_4to2_BK_Multgen_dc2,correct,236.493,115332
128_128_U_SP_WT_BK_GenMul_dc2,correct,242.904,171296
128_128_U1_WT_RC_Multgen_dc2,correct,274.898,126304
128_128_U2_DT_RC_Multgen_dc2,correct,507.554,616588
128_128_U1_WT_BK_Multgen_dc2,correct,537.393,240712
128_128_U2_DT_BK_Multgen_dc2,correct,630.927,146168
128_128_U2_WT_BK_Multgen_dc2,buggy,669.434,151960
128_128_U2_WT_RC_Multgen_dc2,buggy,807.365,154896
128_128_U_SP_CWT_SE_GenMul_dc2,correct,965.126,157612
128_128_U2_4to2_BK_Multgen_dc2,correct,1005.11,198752
128_128_U_SP_AR_CK_GenMul_dc2,correct,1294.56,7530368
128_128_U_SP_DT_LF_GenMul_dc2,correct,1334.65,297124
128_128_U1_DT_JCA_Multgen_dc2,correct,2008.2,254320
128_128_U1_DT_LF_Multgen_dc2,correct,2054.41,254456
128_128_U2_DT_JCA_Multgen_dc2,correct,2063.48,286696
128_128_U_SP_CWT_BK_GenMul_dc2,correct,2083.79,5641388
128_128_U2_DT_LF_Multgen_dc2,correct,2138.2,287056
128_128_U_SP_DT_CL_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U2_4to2_RC_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U_SP_AR_CL_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U1_4to2_LF_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U1_4to2_JCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U1_4to2_RC_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_WT_KS_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U1_WT_LF_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U1_WT_JCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_WT_HCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_4to2_KS_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U_SP_CWT_CL_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U_SP_WT_CL_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U1_WT_KS_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_4to2_HCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U1_WT_HCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U1_4to2_KS_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U_SP_WT_KS_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U2_DT_HCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U_SP_WT_CK_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U_SP_CWT_KS_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U1_4to2_HCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U_SP_DT_CK_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U_SP_CWT_LF_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U_SP_CWT_CK_GenMul_dc2,AIG FILE MISSING,,MO
128_128_U2_WT_JCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_WT_LF_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_4to2_JCA_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U2_4to2_LF_Multgen_dc2,AIG FILE MISSING,,MO
128_128_U_SP_WT_LF_GenMul_dc2,AIG FILE MISSING,TO,
128_128_U1_DT_KS_Multgen_dc2,AIG FILE MISSING,TO,
128_128_U_SP_AR_KS_GenMul_dc2,AIG FILE MISSING,TO,
128_128_U1_DT_HCA_Multgen_dc2,AIG FILE MISSING,TO,
128_128_U_SP_DT_KS_GenMul_dc2,AIG FILE MISSING,TO,
128_128_U2_DT_KS_Multgen_dc2,AIG FILE MISSING,TO,
128_128_U_SP_CWT_RC_GenMul_dc2,AIG FILE MISSING,TO,
