File Name,Circuit Status,Time Overall,Memory Usage
128_128_U1_4to2_RC_Multgen_resyn3_output,CORRECT,8.00815,918816
128_128_U_SP_DT_RC_GenMul_resyn3_output,CORRECT,8.69683,935768
128_128_U_SP_AR_RC_GenMul_resyn3_output,CORRECT,8.73003,1103556
128_128_U1_DT_RC_Multgen_resyn3_output,CORRECT,8.91523,909284
128_128_U_SP_AR_SE_GenMul_resyn3_output,CORRECT,8.93042,1083516
128_128_U_SP_WT_SE_GenMul_resyn3_output,CORRECT,9.04639,933628
128_128_U_SP_DT_SE_GenMul_resyn3_output,CORRECT,9.06017,940976
128_128_U1_WT_RC_Multgen_resyn3_output,CORRECT,9.1272,922536
128_128_U_SP_WT_RC_GenMul_resyn3_output,CORRECT,9.23826,912196
128_128_U_SP_AR_LF_GenMul_resyn3_output,CORRECT,13.8859,1091060
128_128_U_SP_AR_BK_GenMul_resyn3_output,CORRECT,14.998,1103312
128_128_U1_4to2_LF_Multgen_resyn3_output,CORRECT,15.7916,937632
128_128_U1_4to2_JCA_Multgen_resyn3_output,CORRECT,16.0055,933964
128_128_U_SP_CWT_LF_GenMul_resyn3_output,CORRECT,17.2668,943072
128_128_U_SP_CWT_SE_GenMul_resyn3_output,CORRECT,18.1515,938148
128_128_U_SP_CWT_RC_GenMul_resyn3_output,CORRECT,18.231,937784
128_128_U1_DT_LF_Multgen_resyn3_output,CORRECT,18.3006,972736
128_128_U1_DT_JCA_Multgen_resyn3_output,CORRECT,18.6047,972400
128_128_U_SP_DT_LF_GenMul_resyn3_output,CORRECT,19.0136,993068
128_128_U1_WT_JCA_Multgen_resyn3_output,CORRECT,19.5715,1005704
128_128_U1_WT_LF_Multgen_resyn3_output,CORRECT,19.5773,1005128
128_128_U_SP_WT_LF_GenMul_resyn3_output,CORRECT,19.7769,1014340
128_128_U2_DT_RC_Multgen_resyn3_output,CORRECT,23.1983,1105096
128_128_U_SP_CWT_BK_GenMul_resyn3_output,CORRECT,24.2502,942552
128_128_U2_4to2_RC_Multgen_resyn3_output,CORRECT,24.8026,1310100
128_128_U_SP_WT_BK_GenMul_resyn3_output,CORRECT,26.448,1147624
128_128_U1_DT_BK_Multgen_resyn3_output,CORRECT,26.6091,954296
128_128_U2_WT_RC_Multgen_resyn3_output,CORRECT,26.6767,1330784
128_128_U1_4to2_BK_Multgen_resyn3_output,CORRECT,26.6905,1104188
128_128_U1_WT_BK_Multgen_resyn3_output,CORRECT,27.3591,1148616
128_128_U_SP_DT_BK_GenMul_resyn3_output,CORRECT,30.3179,1131404
128_128_U2_4to2_LF_Multgen_resyn3_output,CORRECT,39.43,1342104
128_128_U2_4to2_BK_Multgen_resyn3_output,CORRECT,40.1115,1335048
128_128_U2_4to2_JCA_Multgen_resyn3_output,CORRECT,40.1462,1334796
128_128_U2_WT_BK_Multgen_resyn3_output,CORRECT,45.5218,1408104
128_128_U2_DT_BK_Multgen_resyn3_output,CORRECT,45.6726,1358584
128_128_U2_DT_JCA_Multgen_resyn3_output,CORRECT,46.3343,1522532
128_128_U2_DT_LF_Multgen_resyn3_output,CORRECT,47.1193,1524172
128_128_U2_WT_LF_Multgen_resyn3_output,CORRECT,51.1138,1565208
128_128_U2_WT_JCA_Multgen_resyn3_output,CORRECT,51.3416,1566868
128_128_U2_WT_HCA_Multgen_resyn3_output,CORRECT,726.667,3496356
128_128_U2_DT_HCA_Multgen_resyn3_output,CORRECT,1024.37,3140300
128_128_U1_WT_HCA_Multgen_resyn3_output,CORRECT,1050.57,4020172
128_128_U_SP_AR_KS_GenMul_resyn3_output,CORRECT,1254.92,3572296
128_128_U_SP_AR_CL_GenMul_resyn3_output,CORRECT,1350.29,1827088
128_128_U1_4to2_KS_Multgen_resyn3_output,UNKNOWN,,
128_128_U_SP_WT_CK_GenMul_resyn3_output,UNKNOWN,,
128_128_U1_4to2_HCA_Multgen_resyn3_output,UNKNOWN,,
128_128_U1_DT_HCA_Multgen_resyn3_output,UNKNOWN,,
128_128_U_SP_WT_CL_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_WT_KS_GenMul_resyn3_output,UNKNOWN,,
128_128_U1_DT_KS_Multgen_resyn3_output,UNKNOWN,,
128_128_U1_WT_KS_Multgen_resyn3_output,UNKNOWN,,
128_128_U2_4to2_KS_Multgen_resyn3_output,UNKNOWN,,
128_128_U2_4to2_HCA_Multgen_resyn3_output,UNKNOWN,,
128_128_U2_DT_KS_Multgen_resyn3_output,UNKNOWN,,
128_128_U2_WT_KS_Multgen_resyn3_output,UNKNOWN,,
128_128_U_SP_AR_CK_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_CWT_CK_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_CWT_CL_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_CWT_KS_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_DT_CK_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_DT_CL_GenMul_resyn3_output,UNKNOWN,,
128_128_U_SP_DT_KS_GenMul_resyn3_output,UNKNOWN,,
