File Name,Circuit Status,Time Overall,Memory Usage
128_128_U_SP_DT_RC_GenMul_dc2,correct,9.06,96680
128_128_U1_DT_RC_Multgen_dc2,correct,9.46,96604
128_128_U2_DT_RC_Multgen_dc2,correct,1545.94,122100
128_128_U1_DT_LF_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_WT_KS_GenMul_dc2,UNKNOWN,,MO
128_128_U1_4to2_JCA_Multgen_dc2,UNKNOWN,,MO
128_128_U2_DT_KS_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_DT_BK_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_CK_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_SE_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_DT_CL_GenMul_dc2,UNKNOWN,,MO
128_128_U2_DT_BK_Multgen_dc2,UNKNOWN,,MO
128_128_U2_WT_LF_Multgen_dc2,UNKNOWN,,MO
128_128_U1_4to2_RC_Multgen_dc2,UNKNOWN,,MO
128_128_U1_WT_BK_Multgen_dc2,UNKNOWN,,MO
128_128_U2_4to2_KS_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_AR_CK_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_WT_CK_GenMul_dc2,UNKNOWN,,MO
128_128_U1_WT_LF_Multgen_dc2,UNKNOWN,,MO
128_128_U1_DT_KS_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_RC_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_AR_KS_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_DT_SE_GenMul_dc2,UNKNOWN,,MO
128_128_U2_WT_BK_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_AR_SE_GenMul_dc2,UNKNOWN,,MO
128_128_U1_4to2_LF_Multgen_dc2,UNKNOWN,,MO
128_128_U1_DT_JCA_Multgen_dc2,UNKNOWN,,MO
128_128_U2_WT_JCA_Multgen_dc2,UNKNOWN,,MO
128_128_U2_DT_JCA_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_WT_RC_GenMul_dc2,UNKNOWN,,MO
128_128_U1_WT_HCA_Multgen_dc2,UNKNOWN,,MO
128_128_U2_4to2_HCA_Multgen_dc2,UNKNOWN,,MO
128_128_U1_WT_RC_Multgen_dc2,UNKNOWN,,MO
128_128_U2_DT_HCA_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_DT_LF_GenMul_dc2,UNKNOWN,,MO
128_128_U1_4to2_KS_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_KS_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_DT_KS_GenMul_dc2,UNKNOWN,,MO
128_128_U2_4to2_BK_Multgen_dc2,UNKNOWN,,MO
128_128_U1_DT_HCA_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_DT_CK_GenMul_dc2,UNKNOWN,,MO
128_128_U2_WT_HCA_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_AR_BK_GenMul_dc2,UNKNOWN,,MO
128_128_U1_WT_KS_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_WT_SE_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_WT_BK_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_AR_LF_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_CL_GenMul_dc2,UNKNOWN,,MO
128_128_U2_WT_RC_Multgen_dc2,UNKNOWN,,MO
128_128_U1_WT_JCA_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_BK_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_WT_LF_GenMul_dc2,UNKNOWN,,MO
128_128_U1_DT_BK_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_WT_CL_GenMul_dc2,UNKNOWN,,MO
128_128_U_SP_AR_RC_GenMul_dc2,UNKNOWN,,MO
128_128_U2_DT_LF_Multgen_dc2,UNKNOWN,,MO
128_128_U2_4to2_RC_Multgen_dc2,UNKNOWN,,MO
128_128_U2_4to2_LF_Multgen_dc2,UNKNOWN,,MO
128_128_U2_WT_KS_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_AR_CL_GenMul_dc2,UNKNOWN,,MO
128_128_U1_4to2_HCA_Multgen_dc2,UNKNOWN,,MO
128_128_U_SP_CWT_LF_GenMul_dc2,UNKNOWN,,MO
128_128_U2_4to2_JCA_Multgen_dc2,UNKNOWN,,MO
128_128_U1_4to2_BK_Multgen_dc2,UNKNOWN,,MO
