File Name,Time (seconds),Memory (KB),Method
64_64_U1_4to2_BK_Multgen_resyn3,0.45,23988,sat-sweeping
64_64_U1_4to2_HCA_Multgen_resyn3,5.83,21804,kissat
64_64_U1_4to2_JCA_Multgen_resyn3,6.74,23180,kissat
64_64_U1_4to2_KS_Multgen_resyn3,8.98,23808,kissat
64_64_U1_4to2_LF_Multgen_resyn3,6.68,22636,kissat
64_64_U1_4to2_RC_Multgen_resyn3,1.42,25188,sat-sweeping
64_64_U1_DT_BK_Multgen_resyn3,9.71,28636,kissat
64_64_U1_DT_HCA_Multgen_resyn3,12.01,27584,kissat
64_64_U1_DT_JCA_Multgen_resyn3,9.83,27348,kissat
64_64_U1_DT_KS_Multgen_resyn3,13.20,29552,kissat
64_64_U1_DT_LF_Multgen_resyn3,9.77,24468,kissat
64_64_U1_DT_RC_Multgen_resyn3,2.13,28256,sat-sweeping
64_64_U1_WT_BK_Multgen_resyn3,9.03,29740,kissat
64_64_U1_WT_HCA_Multgen_resyn3,11.82,27220,kissat
64_64_U1_WT_JCA_Multgen_resyn3,9.99,28468,kissat
64_64_U1_WT_KS_Multgen_resyn3,13.71,31056,kissat
64_64_U1_WT_LF_Multgen_resyn3,9.72,29356,kissat
64_64_U1_WT_RC_Multgen_resyn3,9.51,28172,kissat
64_64_U2_4to2_BK_Multgen_resyn3,2.27,25980,sat-sweeping
64_64_U2_4to2_HCA_Multgen_resyn3,22.58,31984,kissat
64_64_U2_4to2_JCA_Multgen_resyn3,13.55,28456,kissat
64_64_U2_4to2_KS_Multgen_resyn3,48.66,39640,kissat
64_64_U2_4to2_LF_Multgen_resyn3,13.31,29208,kissat
64_64_U2_4to2_RC_Multgen_resyn3,1.35,25172,sat-sweeping
64_64_U2_DT_BK_Multgen_resyn3,12.39,37632,sat-sweeping
64_64_U2_DT_HCA_Multgen_resyn3,17.33,27876,kissat
64_64_U2_DT_JCA_Multgen_resyn3,21.74,26452,kissat
64_64_U2_DT_KS_Multgen_resyn3,37.36,29244,kissat
64_64_U2_DT_LF_Multgen_resyn3,21.38,28684,kissat
64_64_U2_DT_RC_Multgen_resyn3,2.40,28156,sat-sweeping
64_64_U2_WT_BK_Multgen_resyn3,19.05,31932,kissat
64_64_U2_WT_HCA_Multgen_resyn3,27.95,28776,kissat
64_64_U2_WT_JCA_Multgen_resyn3,25.09,30120,kissat
64_64_U2_WT_KS_Multgen_resyn3,42.92,40400,kissat
64_64_U2_WT_LF_Multgen_resyn3,28.27,30648,kissat
64_64_U2_WT_RC_Multgen_resyn3,14.55,39268,sat-sweeping
64_64_U_SP_AR_BK_GenMul_resyn3,3.69,26908,sat-sweeping
64_64_U_SP_AR_CK_GenMul_resyn3,3.05,27256,sat-sweeping
64_64_U_SP_AR_CL_GenMul_resyn3,1873.86,81656,kissat
64_64_U_SP_AR_KS_GenMul_resyn3,123.04,39752,sat-sweeping
64_64_U_SP_AR_LF_GenMul_resyn3,43.95,32996,sat-sweeping
64_64_U_SP_AR_RC_GenMul_resyn3,3.39,26688,sat-sweeping
64_64_U_SP_AR_SE_GenMul_resyn3,3.51,28952,sat-sweeping
64_64_U_SP_CWT_BK_GenMul_resyn3,13.91,29520,sat-sweeping
64_64_U_SP_CWT_CK_GenMul_resyn3,9.02,41780,sat-sweeping
64_64_U_SP_CWT_CL_GenMul_resyn3,91.08,46408,kissat
64_64_U_SP_CWT_KS_GenMul_resyn3,21.36,29336,kissat
64_64_U_SP_CWT_LF_GenMul_resyn3,15.37,28604,kissat
64_64_U_SP_CWT_RC_GenMul_resyn3,10.85,29052,kissat
64_64_U_SP_CWT_SE_GenMul_resyn3,1.00,25552,sat-sweeping
64_64_U_SP_DT_BK_GenMul_resyn3,3.09,26064,sat-sweeping
64_64_U_SP_DT_CK_GenMul_resyn3,2.51,27076,sat-sweeping
64_64_U_SP_DT_CL_GenMul_resyn3,64.87,51500,kissat
64_64_U_SP_DT_KS_GenMul_resyn3,15.29,28860,kissat
64_64_U_SP_DT_LF_GenMul_resyn3,9.12,30380,kissat
64_64_U_SP_DT_RC_GenMul_resyn3,2.14,27200,sat-sweeping
64_64_U_SP_DT_SE_GenMul_resyn3,0.96,26964,sat-sweeping
64_64_U_SP_WT_BK_GenMul_resyn3,9.43,29160,kissat
64_64_U_SP_WT_CK_GenMul_resyn3,9.03,35268,sat-sweeping
64_64_U_SP_WT_CL_GenMul_resyn3,57.36,40920,kissat
64_64_U_SP_WT_KS_GenMul_resyn3,15.32,27924,kissat
64_64_U_SP_WT_LF_GenMul_resyn3,10.61,28552,kissat
64_64_U_SP_WT_RC_GenMul_resyn3,7.44,35280,sat-sweeping
64_64_U_SP_WT_SE_GenMul_resyn3,1.06,24960,sat-sweeping
